transaction_id,account_id,transaction_date,transaction_type,amount,merchant,city
1619,1454,8/31/2024,Payment,31.08,Target,Atlanta
1620,675,11/11/2020,Transfer,163.02,Home Depot,Detroit
1621,868,1/6/2023,Transfer,356.85,Amazon,New York
1622,264,6/14/2021,Withdrawal,199.15,Walmart,Los Angeles
1623,68,10/6/2024,Payment,253.23,Amazon,Houston
1624,1131,12/20/2020,Withdrawal,345.32,Costco,Detroit
1625,1424,11/22/2022,Payment,266.01,Starbucks,Detroit
1626,1223,10/23/2021,Payment,177.8,Shell,Atlanta
1627,1216,9/24/2024,Deposit,232.49,Apple,Cleveland
1628,514,3/8/2023,Payment,134.76,Costco,Miami
1629,769,7/19/2023,Transfer,186.1,Costco,Atlanta
1630,442,5/4/2023,Transfer,152.79,Google,New York
1631,1,5/6/2020,Transfer,96.94,Apple,Los Angeles
1632,358,12/14/2020,Deposit,378.4,Home Depot,Miami
1633,1139,11/1/2024,Withdrawal,330.69,Amazon,Philadelphia
1634,903,12/3/2022,Transfer,177.52,Starbucks,Philadelphia
1635,1221,1/11/2022,Transfer,207.14,Apple,Miami
1636,274,12/28/2021,Withdrawal,88.01,Costco,Atlanta
1637,856,8/31/2020,Deposit,254.07,Walmart,Charlotte
1638,1018,1/9/2020,Payment,184.41,Walmart,Houston
1639,1184,11/20/2024,Withdrawal,150.48,Target,New York
1640,173,12/12/2021,Payment,238.48,Target,Atlanta
1641,1482,4/25/2022,Payment,212.72,Shell,Los Angeles
1642,585,1/7/2023,Payment,73.04,Amazon,Los Angeles
1643,1457,11/15/2024,Withdrawal,334.93,Walmart,Cleveland
1644,929,4/28/2023,Withdrawal,347.78,Amazon,Detroit
1645,481,3/26/2020,Payment,97.87,Costco,Cleveland
1646,455,2/17/2024,Deposit,678.92,Home Depot,Cleveland
1647,196,9/27/2020,Deposit,58.27,Costco,Chicago
1648,796,12/2/2024,Deposit,292.37,Target,Cleveland
1649,599,5/27/2021,Transfer,284.39,Target,Charlotte
1650,1333,11/9/2022,Payment,308.04,Amazon,Philadelphia
1651,556,2/21/2024,Transfer,456.39,Apple,Philadelphia
1652,848,5/9/2020,Deposit,158.91,Target,New York
1653,439,4/17/2022,Withdrawal,206.36,Walmart,Cleveland
1654,650,2/8/2022,Deposit,263.71,Target,Philadelphia
1655,359,7/24/2024,Transfer,52.57,Exxon,Chicago
1656,1060,10/27/2022,Transfer,220.34,Exxon,New York
1657,1058,5/1/2022,Deposit,260.12,Amazon,New York
1658,1112,11/11/2024,Payment,93.72,Walmart,Philadelphia
1659,658,9/23/2024,Withdrawal,527.48,Amazon,Philadelphia
1660,16,7/25/2022,Withdrawal,239.27,Exxon,Chicago
1661,745,8/26/2023,Deposit,89.44,Amazon,New York
1662,421,7/8/2024,Payment,114.22,Google,Houston
1663,553,6/19/2022,Payment,81.39,Home Depot,Miami
1664,767,4/17/2021,Deposit,86.47,Exxon,Miami
1665,793,1/30/2023,Withdrawal,250.67,Exxon,Detroit
1666,1150,12/3/2020,Withdrawal,264.27,Shell,Houston
1667,1032,11/14/2020,Withdrawal,267.62,Exxon,Charlotte
1668,1496,3/16/2024,Payment,301.55,Exxon,New York
1669,1492,11/14/2022,Deposit,263.41,Home Depot,Los Angeles
1670,880,12/21/2021,Payment,526.54,Target,Chicago
1671,852,12/24/2023,Withdrawal,335.85,Walmart,Detroit
1672,510,5/22/2020,Payment,44.86,Starbucks,New York
1673,1426,9/28/2024,Withdrawal,205.15,Apple,Philadelphia
1674,1200,10/18/2021,Deposit,30.74,Walmart,Los Angeles
1675,966,3/18/2023,Withdrawal,203.3,Exxon,Detroit
1676,914,9/12/2024,Transfer,11.06,Exxon,Miami
1677,1391,12/14/2022,Transfer,164.95,Starbucks,Los Angeles
1678,18,4/15/2021,Deposit,183.82,Apple,Los Angeles
1679,56,12/28/2020,Payment,1.67,Apple,Detroit
1680,919,10/11/2021,Payment,202.35,Apple,Atlanta
1681,1059,7/27/2020,Payment,144.01,Costco,Detroit
1682,902,4/23/2023,Withdrawal,35.92,Costco,Miami
1683,630,12/24/2022,Transfer,338.4,Starbucks,Detroit
1684,794,7/2/2021,Deposit,147.87,Amazon,New York
1685,347,2/9/2023,Payment,368.86,Exxon,Philadelphia
1686,1056,9/19/2020,Payment,230.78,Amazon,Detroit
1687,908,1/4/2023,Deposit,141.38,Shell,Charlotte
1688,1024,8/12/2023,Withdrawal,54.91,Starbucks,Philadelphia
1689,1157,4/16/2023,Payment,23.96,Amazon,Los Angeles
1690,576,2/4/2022,Withdrawal,228.08,Starbucks,Atlanta
1691,199,1/1/2020,Withdrawal,254.67,Shell,Los Angeles
1692,1280,5/27/2020,Withdrawal,74,Exxon,New York
1693,1366,5/25/2022,Payment,18.74,Walmart,Charlotte
1694,1255,8/21/2024,Payment,304.89,Costco,Miami
1695,301,9/12/2022,Deposit,311.56,Apple,Atlanta
1696,1017,12/8/2024,Deposit,75.98,Exxon,Charlotte
1697,26,8/12/2024,Withdrawal,172.3,Walmart,Atlanta
1698,1498,2/26/2023,Payment,277.53,Walmart,Philadelphia
1699,1411,7/19/2024,Withdrawal,34.69,Starbucks,Charlotte
1700,1309,5/27/2021,Deposit,68.49,Starbucks,Philadelphia
1701,450,9/20/2021,Withdrawal,322.72,Target,Chicago
1702,320,8/29/2022,Transfer,66.34,Apple,Atlanta
1703,156,3/5/2024,Withdrawal,210.34,Walmart,Miami
1704,471,3/18/2023,Payment,214.74,Amazon,New York
1705,420,7/16/2023,Withdrawal,20.4,Starbucks,Miami
1706,1137,9/20/2024,Withdrawal,347.33,Google,Charlotte
1707,651,10/14/2021,Payment,33.78,Google,Miami
1708,1446,2/2/2023,Transfer,241.74,Walmart,Cleveland
1709,886,4/10/2021,Payment,131.09,Google,Los Angeles
1710,930,2/2/2022,Deposit,215.49,Starbucks,Philadelphia
1711,835,10/16/2022,Transfer,164.8,Home Depot,Atlanta
1712,876,7/17/2022,Transfer,30.24,Amazon,Cleveland
1713,942,7/28/2023,Payment,155.1,Amazon,Chicago
1714,994,12/1/2023,Withdrawal,271.64,Walmart,Miami
1715,1309,6/24/2024,Deposit,163.6,Starbucks,Houston
1716,572,3/4/2022,Deposit,128.53,Exxon,Los Angeles
1717,54,6/18/2022,Transfer,97.52,Target,Los Angeles
1718,605,10/13/2023,Deposit,66.68,Apple,Chicago
1719,325,11/5/2021,Transfer,88.8,Target,Charlotte
1720,970,10/5/2022,Transfer,325.73,Exxon,Cleveland
1721,1482,5/11/2023,Deposit,141.81,Starbucks,Houston
1722,885,6/23/2024,Transfer,276.07,Exxon,Philadelphia
1723,265,10/7/2020,Withdrawal,83.44,Exxon,Detroit
1724,382,7/4/2022,Transfer,109.66,Costco,Cleveland
1725,1237,7/4/2023,Withdrawal,347.5,Walmart,Atlanta
1726,333,1/22/2023,Withdrawal,84.39,Home Depot,Charlotte
1727,1034,11/19/2020,Withdrawal,339.96,Shell,New York
1728,1382,3/1/2022,Deposit,167.29,Home Depot,Houston
1729,203,10/28/2024,Withdrawal,407,Amazon,Cleveland
1730,58,10/17/2023,Deposit,677.49,Starbucks,Atlanta
1731,1247,8/12/2024,Payment,266.5,Starbucks,Charlotte
1732,1393,10/6/2023,Withdrawal,4.77,Starbucks,Detroit
1733,1442,12/21/2022,Transfer,282.47,Shell,Chicago
1734,547,7/22/2024,Payment,256.34,Apple,Charlotte
1735,871,7/5/2020,Payment,14.85,Apple,Los Angeles
1736,103,5/22/2024,Withdrawal,101.04,Target,Charlotte
1737,1185,7/3/2022,Deposit,133.93,Home Depot,Detroit
1738,1224,6/25/2021,Payment,253.06,Apple,Chicago
1739,1184,6/15/2022,Withdrawal,62.64,Apple,Houston
1740,865,8/20/2023,Payment,44.2,Exxon,Philadelphia
1741,1160,12/15/2024,Payment,24.09,Walmart,Los Angeles
1742,398,9/30/2021,Withdrawal,80.86,Exxon,Cleveland
1743,392,3/11/2021,Transfer,294.24,Starbucks,Cleveland
1744,106,7/31/2020,Transfer,212.41,Costco,Detroit
1745,1078,11/30/2023,Transfer,318.41,Exxon,Atlanta
1746,1301,3/28/2022,Payment,92.83,Apple,Los Angeles
1747,111,8/19/2022,Deposit,88.15,Apple,Houston
1748,224,3/3/2023,Deposit,251.39,Costco,Los Angeles
1749,75,8/17/2022,Payment,333.41,Apple,Atlanta
1750,506,7/5/2022,Payment,347.72,Costco,Atlanta
1751,1038,9/19/2022,Withdrawal,32.64,Google,New York
1752,770,7/3/2022,Deposit,341.95,Amazon,Detroit
1753,482,5/27/2023,Payment,425.6,Exxon,Houston
1754,1213,2/24/2021,Transfer,263.28,Amazon,Charlotte
1755,364,11/14/2020,Deposit,373.65,Walmart,Chicago
1756,239,3/26/2023,Payment,278.52,Google,Charlotte
1757,1425,7/6/2020,Withdrawal,31.79,Apple,Houston
1758,846,2/8/2024,Withdrawal,340.12,Walmart,Philadelphia
1759,985,6/10/2020,Deposit,258.21,Google,Los Angeles
1760,1328,5/8/2020,Transfer,46.97,Shell,Cleveland
1761,1115,10/30/2020,Deposit,114.8,Target,Miami
1762,392,1/17/2023,Payment,261.87,Exxon,Cleveland
1763,1208,7/5/2022,Transfer,559.6,Starbucks,Charlotte
1764,1041,3/31/2023,Payment,469.96,Home Depot,Los Angeles
1765,965,7/10/2022,Transfer,99.96,Costco,Los Angeles
1766,12,11/25/2022,Transfer,200.12,Shell,Cleveland
1767,1190,6/4/2023,Payment,423.3,Target,Detroit
1768,146,5/30/2020,Deposit,139.45,Apple,Houston
1769,1306,8/15/2021,Withdrawal,124.21,Costco,Atlanta
1770,169,2/16/2020,Transfer,119.2,Costco,Miami
1771,847,10/5/2024,Transfer,326.73,Exxon,Cleveland
1772,170,7/28/2022,Withdrawal,257.67,Exxon,Detroit
1773,765,10/21/2021,Deposit,279.95,Costco,Houston
1774,1370,8/18/2020,Withdrawal,170.51,Apple,Atlanta
1775,499,4/11/2024,Deposit,462.38,Costco,Philadelphia
1776,1484,9/28/2022,Transfer,152.99,Google,Los Angeles
1777,1321,9/20/2024,Transfer,331.99,Google,Charlotte
1778,1166,6/13/2020,Payment,111.39,Home Depot,Houston
1779,897,12/24/2021,Deposit,194.29,Google,Miami
1780,1077,3/30/2022,Withdrawal,129.51,Shell,Charlotte
1781,118,5/29/2024,Deposit,215.49,Costco,Atlanta
1782,365,6/15/2024,Deposit,43.57,Target,Atlanta
1783,136,5/16/2024,Deposit,445.28,Google,Miami
1784,1438,12/25/2022,Deposit,225.03,Home Depot,Los Angeles
1785,1101,1/8/2023,Withdrawal,537.41,Apple,Detroit
1786,557,5/19/2020,Payment,317.64,Starbucks,Miami
1787,18,2/3/2021,Transfer,239.74,Exxon,New York
1788,403,5/9/2020,Withdrawal,202.4,Target,New York
1789,205,9/11/2022,Withdrawal,299.69,Walmart,Los Angeles
1790,499,2/4/2022,Transfer,313.71,Starbucks,Charlotte
1791,324,3/21/2021,Payment,275.68,Target,New York
1792,595,1/29/2020,Withdrawal,539.48,Shell,Miami
1793,562,5/10/2023,Transfer,373.61,Starbucks,Los Angeles
1794,1305,6/14/2023,Payment,105.09,Home Depot,New York
1795,1190,6/10/2024,Payment,80.94,Costco,Los Angeles
1796,1267,6/19/2024,Deposit,266.43,Apple,Miami
1797,479,3/9/2022,Withdrawal,227.99,Target,Detroit
1798,164,9/24/2023,Payment,241.76,Walmart,Cleveland
1799,324,11/23/2023,Withdrawal,43.33,Google,Detroit
1800,551,1/2/2024,Transfer,333.71,Google,Atlanta
1801,831,10/15/2020,Withdrawal,143.97,Amazon,Atlanta
1802,640,6/29/2023,Payment,533.93,Shell,Los Angeles
1803,634,9/3/2022,Transfer,235.26,Apple,Philadelphia
1804,759,9/11/2024,Transfer,183.46,Shell,Atlanta
1805,208,4/9/2020,Deposit,273.82,Starbucks,Detroit
1806,315,5/27/2024,Transfer,101.49,Apple,Detroit
1807,304,2/25/2021,Payment,451.4,Shell,Atlanta
1808,901,10/4/2021,Deposit,556.23,Google,Charlotte
1809,239,11/24/2021,Payment,309.77,Amazon,Atlanta
1810,804,12/6/2021,Payment,300.08,Amazon,Chicago
1811,1248,1/18/2020,Deposit,111.85,Walmart,Los Angeles
1812,1112,4/15/2021,Deposit,198.69,Target,Charlotte
1813,1453,7/19/2024,Withdrawal,281.63,Amazon,Detroit
1814,1244,12/23/2021,Payment,27.74,Home Depot,Detroit
1815,275,10/27/2022,Withdrawal,436.68,Walmart,Detroit
1816,954,2/22/2021,Transfer,30.17,Walmart,Detroit
1817,1090,1/14/2021,Transfer,110.37,Shell,Chicago
1818,1447,5/22/2021,Withdrawal,461.48,Google,Cleveland
1819,255,4/23/2020,Deposit,316.8,Costco,Cleveland
1820,125,5/1/2022,Transfer,58.5,Home Depot,Miami
1821,1170,5/25/2021,Deposit,223.37,Apple,Atlanta
1822,615,6/7/2024,Withdrawal,235.41,Target,Detroit
1823,385,4/30/2022,Deposit,215.48,Amazon,Charlotte
1824,447,9/2/2022,Payment,45.01,Amazon,Miami
1825,387,9/5/2021,Transfer,247.38,Walmart,Houston
1826,383,4/13/2021,Deposit,374.65,Target,Detroit
1827,1301,4/2/2020,Deposit,59,Home Depot,Miami
1828,1406,2/24/2024,Payment,127.35,Home Depot,Houston
1829,124,1/30/2023,Deposit,25.91,Apple,Los Angeles
1830,1291,5/7/2021,Withdrawal,85.48,Shell,Los Angeles
1831,1135,2/1/2022,Withdrawal,256.78,Starbucks,Miami
1832,1405,4/8/2024,Withdrawal,5.59,Home Depot,Charlotte
1833,1182,2/17/2024,Transfer,460.45,Google,Charlotte
1834,728,9/15/2022,Deposit,210.41,Google,Cleveland
1835,896,4/23/2021,Transfer,141.98,Walmart,Chicago
1836,1142,5/26/2022,Transfer,84.44,Google,Philadelphia
1837,328,6/15/2020,Deposit,221.28,Apple,Los Angeles
1838,694,5/19/2020,Deposit,208.29,Google,New York
1839,1092,4/3/2020,Withdrawal,1.3,Starbucks,Los Angeles
1840,1458,4/19/2023,Transfer,51.19,Amazon,Detroit
1841,359,7/29/2021,Transfer,458.16,Costco,Chicago
1842,1003,10/24/2022,Deposit,141.52,Target,Miami
1843,797,8/28/2021,Transfer,206.56,Amazon,New York
1844,443,11/13/2023,Payment,282.93,Starbucks,Philadelphia
1845,164,7/19/2023,Deposit,176.87,Shell,Philadelphia
1846,973,12/23/2024,Withdrawal,402.98,Starbucks,Charlotte
1847,361,3/1/2023,Payment,90.23,Starbucks,Miami
1848,585,8/6/2021,Payment,136.17,Costco,Charlotte
1849,1143,3/26/2022,Withdrawal,138.26,Google,Miami
1850,853,8/15/2021,Payment,80.93,Costco,Atlanta
1851,1011,3/15/2024,Payment,68.31,Walmart,Atlanta
1852,1219,11/16/2021,Payment,204.42,Shell,Houston
1853,1024,8/20/2022,Transfer,402.46,Shell,Detroit
1854,241,9/13/2022,Payment,23.29,Exxon,Atlanta
1855,666,12/11/2022,Payment,171.76,Home Depot,Houston
1856,565,8/6/2023,Deposit,314.52,Costco,Atlanta
1857,1166,3/21/2021,Withdrawal,496.9,Exxon,Philadelphia
1858,832,8/24/2020,Transfer,340.88,Walmart,New York
1859,976,12/17/2024,Transfer,169.09,Target,Cleveland
1860,31,2/23/2024,Withdrawal,115.89,Walmart,Philadelphia
1861,223,7/27/2023,Transfer,369.39,Amazon,New York
1862,266,12/3/2022,Transfer,332.44,Shell,Chicago
1863,1306,5/31/2022,Transfer,202.41,Exxon,Miami
1864,788,2/4/2022,Deposit,168.85,Apple,Philadelphia
1865,381,7/25/2022,Deposit,502.57,Home Depot,Los Angeles
1866,556,12/24/2020,Transfer,479.58,Costco,Los Angeles
1867,62,10/7/2021,Withdrawal,258.79,Starbucks,Atlanta
1868,713,5/10/2024,Withdrawal,230.95,Amazon,Atlanta
1869,847,3/29/2024,Deposit,27.66,Starbucks,Charlotte
1870,521,11/20/2021,Deposit,206.72,Apple,Atlanta
1871,1095,4/6/2021,Payment,381.22,Exxon,Houston
1872,602,4/10/2020,Deposit,89.69,Apple,Chicago
1873,140,11/22/2021,Transfer,290.33,Home Depot,Atlanta
1874,1340,9/10/2022,Deposit,303.23,Costco,Charlotte
1875,1364,1/24/2024,Payment,303.64,Google,Philadelphia
1876,590,2/7/2022,Payment,102,Exxon,Miami
1877,528,9/24/2020,Withdrawal,151.68,Target,Charlotte
1878,541,6/1/2022,Withdrawal,106.93,Target,Miami
1879,1440,10/17/2023,Transfer,498.36,Costco,Philadelphia
1880,1491,2/11/2021,Deposit,433.67,Google,Chicago
1881,375,11/26/2022,Payment,255.9,Starbucks,Los Angeles
1882,291,4/12/2021,Payment,205,Exxon,Miami
1883,43,10/5/2024,Withdrawal,198.81,Starbucks,Detroit
1884,1077,9/15/2020,Withdrawal,153.01,Starbucks,New York
1885,1256,5/23/2021,Deposit,81.87,Shell,Atlanta
1886,1236,8/17/2024,Payment,206.03,Shell,Cleveland
1887,8,11/8/2024,Withdrawal,504.15,Exxon,Detroit
1888,483,11/4/2020,Deposit,244.01,Home Depot,Los Angeles
1889,42,6/23/2024,Deposit,107.28,Shell,Atlanta
1890,333,7/20/2023,Deposit,238.87,Exxon,Cleveland
1891,1257,9/16/2021,Withdrawal,166.92,Exxon,Houston
1892,1094,4/19/2020,Withdrawal,50.64,Shell,Detroit
1893,1040,8/5/2024,Withdrawal,32.06,Amazon,Miami
1894,69,11/9/2021,Transfer,205.4,Starbucks,Houston
1895,53,7/7/2023,Transfer,19.19,Target,Charlotte
1896,685,8/7/2024,Transfer,202.53,Costco,Atlanta
1897,994,1/11/2022,Withdrawal,187.21,Home Depot,Los Angeles
1898,1403,6/25/2022,Withdrawal,308.03,Exxon,Los Angeles
1899,1487,9/24/2020,Transfer,175.94,Costco,Atlanta
1900,527,11/21/2022,Payment,42.2,Apple,Chicago
1901,63,7/28/2022,Payment,223.11,Apple,Los Angeles
1902,261,3/21/2022,Payment,356.66,Home Depot,Miami
1903,1145,10/20/2024,Payment,120.73,Apple,Houston
1904,858,4/15/2023,Transfer,440.97,Walmart,Charlotte
1905,1264,4/13/2020,Deposit,217.25,Shell,Detroit
1906,1489,6/13/2023,Deposit,146.37,Exxon,Philadelphia
1907,1131,1/21/2023,Payment,106.11,Apple,Charlotte
1908,180,7/19/2020,Withdrawal,229.36,Exxon,Los Angeles
1909,1040,6/17/2022,Payment,186.03,Google,Los Angeles
1910,355,1/12/2022,Payment,7.11,Starbucks,Miami
1911,934,7/13/2022,Deposit,438.75,Shell,Houston
1912,1333,11/25/2024,Withdrawal,149.53,Exxon,Los Angeles
1913,727,8/19/2021,Deposit,437.49,Costco,Philadelphia
1914,589,11/24/2022,Withdrawal,36.26,Apple,Atlanta
1915,605,2/14/2023,Transfer,344.24,Costco,Los Angeles
1916,181,11/18/2021,Deposit,403.35,Exxon,Detroit
1917,174,1/21/2024,Transfer,390.89,Amazon,Detroit
1918,354,2/3/2024,Transfer,260.03,Exxon,Philadelphia
1919,354,7/8/2022,Payment,349.46,Exxon,Los Angeles
1920,1243,2/26/2022,Withdrawal,270.27,Shell,Atlanta
1921,1339,2/2/2021,Deposit,45.42,Amazon,Philadelphia
1922,434,8/19/2021,Payment,261.96,Google,Los Angeles
1923,905,4/26/2020,Deposit,36.37,Walmart,Charlotte
1924,282,12/27/2020,Transfer,16.2,Google,Los Angeles
1925,259,7/22/2020,Deposit,241.98,Walmart,Charlotte
1926,868,3/15/2023,Deposit,111.36,Walmart,New York
1927,559,3/19/2021,Payment,438.45,Shell,Atlanta
1928,5,12/27/2021,Withdrawal,452.68,Home Depot,Atlanta
1929,596,6/28/2024,Deposit,610.74,Amazon,Cleveland
1930,394,5/10/2022,Transfer,4.61,Apple,Houston
1931,336,8/13/2023,Transfer,30.48,Amazon,New York
1932,63,5/17/2022,Payment,330.31,Costco,Chicago
1933,44,5/23/2024,Transfer,152.59,Apple,Chicago
1934,153,2/19/2024,Deposit,91.52,Apple,Houston
1935,854,2/5/2022,Withdrawal,142.53,Starbucks,Los Angeles
1936,1180,6/8/2023,Deposit,189.13,Target,Chicago
1937,275,5/11/2023,Payment,299.34,Exxon,Chicago
1938,1382,12/27/2020,Transfer,71.96,Shell,New York
1939,426,1/29/2021,Deposit,261.22,Costco,Atlanta
1940,483,9/4/2020,Deposit,171.21,Google,Philadelphia
1941,214,1/3/2024,Transfer,81.1,Amazon,Houston
1942,79,7/2/2022,Withdrawal,408.28,Apple,Houston
1943,139,11/20/2023,Withdrawal,135.56,Apple,Miami
1944,950,1/30/2022,Withdrawal,148.51,Shell,Philadelphia
1945,98,10/17/2021,Transfer,158.09,Home Depot,Charlotte
1946,664,12/23/2024,Deposit,434.19,Amazon,Atlanta
1947,198,12/21/2020,Payment,216.3,Amazon,Atlanta
1948,785,11/25/2023,Deposit,189.59,Google,Houston
1949,156,8/28/2020,Transfer,332.57,Google,Miami
1950,1074,9/26/2023,Transfer,135,Costco,Philadelphia
1951,479,8/16/2020,Deposit,230.45,Target,Philadelphia
1952,228,4/15/2024,Transfer,232.68,Apple,Detroit
1953,1481,9/12/2021,Deposit,324.09,Apple,Philadelphia
1954,522,7/19/2022,Deposit,244.05,Amazon,Atlanta
1955,149,4/11/2024,Withdrawal,30.56,Google,Atlanta
1956,1082,5/4/2022,Transfer,48.81,Starbucks,Cleveland
1957,162,8/22/2024,Transfer,295.67,Google,Chicago
1958,863,6/12/2021,Withdrawal,126.3,Exxon,Philadelphia
1959,1131,9/23/2020,Withdrawal,150.72,Exxon,Philadelphia
1960,1451,2/26/2023,Withdrawal,71.4,Target,New York
1961,395,8/7/2020,Payment,202.1,Costco,New York
1962,801,1/10/2023,Transfer,189.13,Starbucks,Cleveland
1963,186,7/14/2021,Deposit,16.77,Amazon,Philadelphia
1964,558,4/25/2024,Deposit,315.61,Costco,Chicago
1965,446,11/9/2022,Deposit,92.94,Apple,Philadelphia
1966,830,9/12/2023,Transfer,413.95,Exxon,Philadelphia
1967,1472,11/26/2022,Payment,231.73,Shell,Miami
1968,87,1/16/2021,Transfer,186.9,Apple,Chicago
1969,1273,2/8/2020,Transfer,26.33,Exxon,Cleveland
1970,1464,2/6/2023,Transfer,281.05,Amazon,Los Angeles
1971,1281,3/4/2021,Transfer,194.02,Starbucks,Detroit
1972,1301,12/23/2022,Transfer,225.68,Apple,Philadelphia
1973,438,4/13/2023,Payment,397.54,Starbucks,Chicago
1974,516,3/1/2022,Withdrawal,330.45,Google,Philadelphia
1975,947,2/1/2020,Deposit,367.22,Costco,Los Angeles
1976,1226,8/2/2022,Transfer,161.77,Amazon,Miami
1977,756,10/10/2024,Transfer,168.64,Home Depot,Atlanta
1978,797,6/14/2021,Transfer,38.8,Walmart,Miami
1979,1204,4/15/2020,Deposit,270.81,Amazon,Detroit
1980,686,4/26/2021,Payment,82.32,Shell,Atlanta
1981,325,7/24/2020,Deposit,358.02,Walmart,Atlanta
1982,623,6/24/2023,Payment,435.48,Costco,Houston
1983,687,4/14/2022,Withdrawal,172.41,Exxon,Philadelphia
1984,1499,8/29/2024,Transfer,251.34,Home Depot,Cleveland
1985,400,3/29/2020,Payment,432.8,Amazon,Cleveland
1986,868,9/1/2023,Deposit,513.27,Target,Los Angeles
1987,217,10/31/2022,Payment,452.95,Google,Miami
1988,809,12/8/2022,Payment,280.82,Target,Cleveland
1989,961,6/14/2022,Withdrawal,442.09,Costco,Philadelphia
1990,1477,5/15/2024,Transfer,55.16,Home Depot,New York
1991,1001,4/9/2023,Transfer,97.36,Home Depot,Detroit
1992,1428,5/22/2020,Deposit,340.36,Walmart,Detroit
1993,932,7/25/2020,Deposit,204.1,Google,Los Angeles
1994,240,1/26/2024,Withdrawal,301.23,Walmart,Chicago
1995,1210,5/23/2021,Payment,337.34,Target,Atlanta
1996,48,5/9/2023,Payment,339.64,Home Depot,New York
1997,1410,1/5/2020,Deposit,77.75,Costco,Chicago
1998,1232,7/29/2020,Transfer,302.2,Costco,Charlotte
1999,1181,1/29/2020,Payment,105.24,Walmart,Atlanta
2000,1249,4/28/2023,Withdrawal,238.33,Exxon,Charlotte
2001,1168,7/6/2020,Deposit,133.27,Target,Chicago
2002,1443,11/25/2024,Payment,136.6,Walmart,New York
2003,1135,3/19/2023,Transfer,106.97,Home Depot,Charlotte
2004,875,6/8/2021,Transfer,313.9,Exxon,Miami
2005,1489,8/3/2022,Withdrawal,174.8,Target,Los Angeles
2006,132,10/21/2023,Withdrawal,162.64,Exxon,Houston
2007,625,6/5/2020,Deposit,150.16,Google,Atlanta
2008,601,3/20/2020,Deposit,288.1,Amazon,Houston
2009,673,7/20/2023,Transfer,71.81,Walmart,Philadelphia
2010,334,10/21/2021,Transfer,438.45,Walmart,Chicago
2011,1099,10/7/2024,Payment,101.74,Shell,Charlotte
2012,1436,9/17/2021,Payment,134.33,Google,Atlanta
2013,36,3/21/2024,Payment,203.18,Walmart,Los Angeles
2014,778,12/18/2024,Withdrawal,271.06,Amazon,New York
2015,223,8/19/2020,Withdrawal,172.45,Apple,Chicago
2016,530,7/30/2024,Payment,164.76,Walmart,Atlanta
2017,241,6/8/2020,Transfer,362.35,Home Depot,Cleveland
2018,134,12/9/2020,Deposit,140.74,Home Depot,Houston
2019,391,8/5/2023,Withdrawal,113.55,Google,Cleveland
2020,102,7/23/2020,Withdrawal,76.24,Walmart,Chicago
2021,681,9/21/2022,Payment,139.23,Costco,Philadelphia
2022,498,4/17/2022,Deposit,408.93,Apple,Atlanta
2023,511,10/31/2020,Withdrawal,97.62,Shell,Chicago
2024,703,10/15/2023,Deposit,185.88,Starbucks,Charlotte
2025,994,10/31/2021,Withdrawal,282.16,Walmart,Los Angeles
2026,949,2/3/2021,Deposit,82.43,Target,Chicago
2027,1367,1/12/2024,Deposit,143.12,Apple,Los Angeles
2028,841,4/15/2020,Withdrawal,183.77,Amazon,Los Angeles
2029,6,1/10/2023,Deposit,399.81,Starbucks,Los Angeles
2030,958,12/7/2020,Transfer,268.02,Starbucks,Chicago
2031,194,9/12/2022,Withdrawal,150.85,Walmart,Charlotte
2032,742,12/10/2024,Withdrawal,148.68,Costco,Houston
2033,1161,8/9/2022,Transfer,72.47,Google,Philadelphia
2034,912,12/15/2023,Deposit,224.2,Costco,Chicago
2035,473,2/18/2020,Transfer,308.45,Google,Cleveland
2036,216,7/24/2020,Withdrawal,65.7,Walmart,Cleveland
2037,1373,5/26/2023,Transfer,238.76,Amazon,New York
2038,876,8/26/2024,Deposit,70.47,Starbucks,Philadelphia
2039,1207,12/30/2023,Transfer,186.29,Amazon,New York
2040,1192,3/1/2022,Withdrawal,115.83,Exxon,Houston
2041,38,9/7/2023,Deposit,336.38,Amazon,Chicago
2042,471,8/18/2020,Withdrawal,201.14,Apple,Miami
2043,452,9/30/2024,Withdrawal,27.32,Costco,Miami
2044,1166,2/19/2024,Payment,187.58,Amazon,Miami
2045,1013,12/23/2023,Withdrawal,348.07,Starbucks,Atlanta
2046,103,6/1/2022,Withdrawal,18.81,Exxon,Los Angeles
2047,42,12/26/2021,Deposit,158.74,Exxon,New York
2048,947,10/10/2020,Deposit,140.34,Amazon,Charlotte
2049,1171,2/18/2024,Deposit,231.49,Exxon,New York
2050,66,10/2/2020,Transfer,168.14,Target,Los Angeles
2051,943,3/8/2021,Transfer,254.93,Shell,Chicago
2052,193,4/23/2023,Deposit,92.55,Home Depot,Miami
2053,1322,10/11/2024,Transfer,174.04,Amazon,Detroit
2054,1062,9/24/2021,Payment,169.16,Apple,Atlanta
2055,502,8/3/2020,Transfer,468.56,Starbucks,Charlotte
2056,1452,4/6/2020,Payment,246.93,Starbucks,Detroit
2057,664,8/12/2022,Deposit,326.69,Apple,Chicago
2058,352,2/16/2023,Deposit,476.19,Target,Los Angeles
2059,326,12/30/2020,Transfer,237.76,Shell,Miami
2060,1062,12/22/2024,Deposit,165.6,Walmart,New York
