payment_id,loan_id,payment_date,payment_amount,payment_status
711,272,2/2/2021,425.1,On-Time
712,380,12/6/2020,555.37,On-Time
713,325,9/8/2021,952.33,On-Time
714,128,6/11/2024,189.2,On-Time
715,342,1/7/2020,608.51,On-Time
716,248,1/24/2020,514.6,On-Time
717,273,7/22/2021,494.85,On-Time
718,189,12/27/2021,108.35,On-Time
719,331,11/15/2020,584.58,On-Time
720,470,6/20/2021,214.08,On-Time
721,428,1/19/2024,650.86,On-Time
722,300,12/12/2023,667.47,Missed
723,228,4/27/2021,904.81,Late
724,297,7/19/2021,879.44,On-Time
725,494,1/14/2023,590.09,On-Time
726,236,5/17/2021,793,On-Time
727,234,3/12/2022,825.66,Late
728,360,11/27/2024,624.65,On-Time
729,183,2/1/2022,518.6,On-Time
730,259,10/19/2023,909.75,Late
731,91,11/26/2022,635.31,On-Time
732,109,10/12/2020,214.05,On-Time
733,240,5/21/2021,671.68,On-Time
734,13,9/17/2021,449.28,Late
735,461,1/24/2022,1073.17,On-Time
736,179,4/26/2023,422.9,On-Time
737,182,5/9/2020,517.7,On-Time
738,478,10/30/2020,798.31,On-Time
739,146,7/12/2022,1191.66,Late
740,296,12/27/2021,569.91,On-Time
741,97,6/19/2021,405.23,Missed
742,209,6/26/2023,409.85,On-Time
743,376,8/14/2020,263.39,On-Time
744,489,10/1/2024,636.35,Late
745,394,2/16/2024,672.3,On-Time
746,425,10/19/2021,322.23,On-Time
747,44,12/16/2024,538.61,Late
748,472,11/19/2020,530.76,On-Time
749,234,1/8/2020,459.47,On-Time
750,93,5/7/2022,724.46,On-Time
751,136,2/25/2020,486.01,On-Time
752,164,5/15/2024,895.75,On-Time
753,440,7/4/2021,259.97,Missed
754,398,9/6/2022,570.97,On-Time
755,29,9/30/2020,206.91,On-Time
756,391,1/25/2023,714.3,On-Time
757,217,10/19/2021,549.9,On-Time
758,426,1/26/2023,554.83,On-Time
759,30,2/5/2022,486.99,On-Time
760,248,5/19/2023,817.25,On-Time
761,220,4/26/2024,813.26,Missed
762,458,7/18/2021,676.86,On-Time
763,495,11/22/2022,514.9,Missed
764,47,10/3/2020,638.71,On-Time
765,162,8/24/2022,656.27,On-Time
766,376,1/7/2024,553.72,On-Time
767,446,8/4/2024,1083.2,Late
768,144,3/11/2022,458.79,On-Time
769,248,6/18/2022,597.62,On-Time
770,74,3/2/2021,510.78,On-Time
771,29,2/27/2023,960.3,On-Time
772,250,10/22/2020,466.2,Late
773,121,7/15/2021,787.78,Missed
774,15,4/23/2021,426.34,On-Time
775,220,7/28/2021,623.5,Missed
776,307,4/19/2020,1013.47,On-Time
777,312,5/11/2022,304.68,Late
778,472,9/5/2023,414.54,Late
779,170,4/16/2023,1085.17,On-Time
780,404,11/18/2023,821.67,Late
781,175,6/21/2023,218.68,On-Time
782,320,8/19/2021,489.77,On-Time
783,117,4/23/2020,527.76,On-Time
784,349,2/13/2023,744.6,On-Time
785,2,8/13/2024,731.71,On-Time
786,366,7/2/2021,656.01,On-Time
787,32,5/26/2024,341.02,On-Time
788,367,5/17/2020,883.65,Missed
789,310,12/3/2023,756.96,On-Time
790,298,8/5/2023,509.93,On-Time
791,158,6/12/2021,1114.3,On-Time
792,265,6/1/2022,544.68,Late
793,275,10/6/2020,767,On-Time
794,134,6/25/2020,1075.77,On-Time
795,456,1/15/2022,601.43,Late
796,354,8/29/2020,483.92,On-Time
797,442,6/25/2021,752.84,On-Time
798,257,5/19/2024,623.55,On-Time
799,397,11/6/2023,865.62,Late
800,262,3/21/2020,762.71,On-Time
801,99,12/24/2024,802.14,On-Time
802,157,1/13/2020,429.27,On-Time
803,194,9/16/2024,791.8,On-Time
804,74,3/19/2021,362.72,On-Time
805,287,5/17/2020,730.28,On-Time
806,72,5/1/2023,731.98,On-Time
807,425,9/25/2023,144.53,Late
808,384,1/25/2021,833.83,On-Time
809,295,4/10/2022,579.05,On-Time
810,313,2/12/2024,483.99,On-Time
811,125,4/10/2024,582.86,On-Time
812,156,6/14/2023,320.11,On-Time
813,31,7/10/2024,932.42,On-Time
814,13,3/30/2021,757,On-Time
815,71,7/3/2021,1019.35,On-Time
816,51,11/5/2020,564.92,Late
817,65,4/29/2024,532.32,On-Time
818,45,5/2/2021,794.74,Late
819,113,1/2/2021,816.93,On-Time
820,492,9/17/2024,857.62,On-Time
821,53,4/7/2023,822.8,On-Time
822,441,6/21/2020,964.23,On-Time
823,282,5/27/2023,762.02,On-Time
824,110,12/12/2023,715.03,On-Time
825,144,8/10/2021,923.98,On-Time
826,268,10/5/2024,374.18,On-Time
827,246,8/30/2023,764.33,On-Time
828,272,6/2/2024,438.57,On-Time
829,482,5/20/2023,664.06,Late
830,438,3/7/2023,693.19,On-Time
831,347,1/30/2022,377.3,On-Time
832,52,8/25/2020,594.59,Late
833,217,6/13/2024,640.11,On-Time
834,83,7/1/2022,647.56,On-Time
835,455,10/3/2024,761.46,On-Time
836,76,9/2/2023,690.95,On-Time
837,366,9/23/2021,651.03,On-Time
838,152,1/11/2020,603.43,On-Time
839,114,2/4/2021,537.63,Late
840,58,7/21/2020,662.5,On-Time
841,167,6/10/2021,365.55,Late
842,453,5/30/2021,530.46,Missed
843,257,5/6/2022,601.09,On-Time
844,455,10/29/2024,291.42,On-Time
845,496,6/29/2020,744.24,On-Time
846,346,3/6/2021,551.21,On-Time
847,88,1/4/2022,578.41,Late
848,189,4/30/2024,634.77,Missed
849,48,2/16/2021,372.63,Late
850,62,6/26/2021,619.25,On-Time
851,209,11/24/2020,499.38,On-Time
852,388,7/13/2021,771.33,On-Time
853,208,4/22/2023,744.94,Late
854,484,8/18/2022,431.74,On-Time
855,69,5/10/2020,582.55,On-Time
856,69,11/30/2024,361.13,On-Time
857,52,7/22/2023,443.99,Late
858,107,10/23/2021,633.78,On-Time
859,46,1/5/2021,762.81,On-Time
860,145,3/31/2021,548.82,Late
861,489,1/25/2020,525.48,On-Time
862,85,10/14/2022,748.46,On-Time
863,30,11/12/2023,687.17,On-Time
864,177,10/1/2022,312.91,On-Time
865,435,11/4/2020,560.19,On-Time
866,33,6/27/2020,539.7,On-Time
867,365,7/24/2020,508.45,Missed
868,471,1/5/2020,495.61,On-Time
869,314,8/22/2023,711.96,On-Time
870,362,6/26/2020,349.55,On-Time
871,349,11/10/2020,826.72,On-Time
872,234,7/5/2022,592.56,On-Time
873,167,4/26/2022,598.31,Missed
874,230,8/13/2024,946.96,On-Time
875,249,6/4/2024,777.96,On-Time
876,199,5/10/2020,496.76,On-Time
877,37,6/2/2023,646.98,On-Time
878,455,11/1/2020,490.86,On-Time
879,15,11/5/2020,616.98,On-Time
880,445,1/19/2023,399.68,Late
881,93,9/18/2020,555.27,Late
882,266,3/19/2022,668.58,Late
883,276,3/13/2021,554.28,On-Time
884,122,6/5/2021,479.94,Late
885,237,2/15/2023,954.93,Late
886,137,8/19/2024,565.67,On-Time
887,198,1/6/2024,431.06,Late
888,276,6/4/2024,562.76,On-Time
889,64,10/14/2023,602.92,On-Time
890,341,4/12/2023,721.33,On-Time
891,120,1/25/2024,637.81,On-Time
892,135,11/20/2023,590.3,On-Time
893,102,8/17/2020,647.66,On-Time
894,64,6/5/2020,1040.06,On-Time
895,304,11/29/2020,440.25,On-Time
896,226,12/12/2021,432.53,On-Time
897,303,8/21/2023,861.98,On-Time
898,192,1/13/2022,456.09,Late
899,323,8/30/2024,501.28,On-Time
900,173,9/3/2022,701.31,On-Time
901,273,10/25/2020,492.05,On-Time
902,435,6/26/2024,802.67,On-Time
903,427,9/28/2023,487.26,On-Time
904,194,3/22/2024,489.29,On-Time
905,362,8/2/2024,911.44,On-Time
906,126,12/20/2021,557.36,On-Time
907,204,1/13/2020,357.08,On-Time
908,397,12/1/2021,1085.9,On-Time
909,230,1/17/2021,608.76,On-Time
910,484,6/23/2020,533.55,On-Time
911,332,2/6/2021,466.82,On-Time
912,27,10/4/2021,657.89,On-Time
913,90,5/24/2022,649.95,On-Time
914,47,7/13/2024,987.86,Late
915,115,3/31/2021,557.32,On-Time
916,40,11/10/2021,790.87,On-Time
917,69,9/24/2020,1190.08,On-Time
918,160,11/1/2021,695.25,Missed
919,100,11/5/2021,650.6,On-Time
920,301,12/5/2020,663.3,On-Time
921,358,11/16/2022,666.25,On-Time
922,244,7/6/2023,541.11,On-Time
923,336,7/17/2021,341.14,Missed
924,330,5/14/2020,756.11,On-Time
925,380,8/23/2023,544.62,Late
926,37,2/13/2024,548.49,On-Time
927,143,3/23/2022,732.31,On-Time
928,331,3/11/2022,539.61,On-Time
929,500,11/6/2022,867.79,On-Time
930,265,11/14/2023,353.45,On-Time
931,82,9/19/2021,616.09,On-Time
932,225,3/16/2022,400.96,On-Time
933,311,2/21/2021,404.47,On-Time
934,137,12/8/2022,509.5,On-Time
935,320,12/20/2022,709.58,Late
936,41,8/30/2023,703.41,Late
937,271,10/4/2022,808.63,On-Time
938,36,5/30/2024,337.15,On-Time
939,420,12/8/2024,499.28,On-Time
940,65,5/25/2020,576.58,On-Time
941,412,12/2/2021,962.2,Missed
942,33,2/28/2024,255.17,Late
943,65,10/26/2022,646.87,On-Time
944,438,5/13/2023,579.02,On-Time
945,123,5/12/2022,189.88,On-Time
946,390,6/27/2023,785.21,On-Time
947,383,9/30/2023,431.26,On-Time
948,331,3/7/2021,849.29,On-Time
949,176,12/9/2020,433.45,On-Time
950,347,9/9/2021,504.13,On-Time
951,453,2/17/2022,844.76,On-Time
952,74,12/11/2023,466.08,On-Time
953,156,6/16/2021,714.15,On-Time
954,16,5/1/2021,234.57,On-Time
955,363,2/24/2020,646.62,On-Time
956,26,6/25/2020,698.67,On-Time
957,178,11/6/2024,814.29,On-Time
958,54,6/2/2022,636.06,On-Time
959,348,4/12/2021,388.6,On-Time
960,206,5/9/2021,481.51,Missed
961,141,3/24/2024,264.23,On-Time
962,193,9/14/2022,480.44,Late
963,291,2/15/2023,583.67,On-Time
964,207,11/13/2023,662.61,On-Time
965,29,6/24/2024,353.76,On-Time
966,159,12/12/2023,773.82,On-Time
967,268,7/20/2020,576.33,On-Time
968,69,5/13/2022,776.22,On-Time
969,496,8/16/2022,946.53,On-Time
970,238,3/14/2023,474.81,On-Time
971,32,6/29/2020,620.41,Missed
972,266,2/5/2020,422.27,On-Time
973,133,11/25/2022,491.91,On-Time
974,283,11/21/2023,511.73,On-Time
975,167,6/15/2021,542.22,On-Time
976,277,6/7/2023,581.61,On-Time
977,16,5/19/2023,821.19,Late
978,285,4/14/2021,393.42,Late
979,250,12/12/2024,584.7,On-Time
980,463,10/26/2022,734.69,On-Time
981,102,4/3/2021,844.49,On-Time
982,125,11/18/2023,338.43,On-Time
983,71,6/7/2020,733.22,On-Time
984,210,3/15/2023,455.23,On-Time
985,499,12/17/2020,668.82,On-Time
986,83,8/31/2024,587.6,On-Time
987,209,5/23/2022,638.61,On-Time
988,14,12/6/2022,701.37,On-Time
989,297,4/8/2024,428.95,On-Time
990,368,4/19/2020,667.17,On-Time
991,74,9/2/2022,739.89,On-Time
992,473,6/16/2024,515.34,On-Time
993,169,5/1/2021,391.23,On-Time
994,172,8/4/2020,222.99,Late
995,329,4/13/2020,549.29,Late
996,272,10/18/2024,835.8,On-Time
997,126,11/10/2021,520.36,On-Time
998,368,4/29/2024,634.82,On-Time
999,24,9/24/2023,651.54,On-Time
1000,277,10/3/2024,886.25,On-Time
1001,187,11/27/2024,183.54,Late
1002,375,7/30/2023,788.7,Late
1003,482,4/6/2024,604.18,On-Time
1004,423,11/17/2022,785.25,Late
1005,372,2/4/2022,749.34,On-Time
1006,327,8/1/2022,489.62,On-Time
1007,135,4/19/2024,892.55,On-Time
1008,412,3/18/2024,947.69,On-Time
1009,435,12/16/2023,836.7,On-Time
1010,163,10/19/2024,1003.95,On-Time
1011,442,3/22/2022,561.73,On-Time
1012,266,5/19/2021,425.17,On-Time
1013,166,7/1/2023,743.53,On-Time
1014,288,6/19/2022,661.75,On-Time
1015,318,6/17/2023,714.18,On-Time
1016,98,8/28/2020,486.98,On-Time
1017,252,7/20/2020,968.74,On-Time
1018,88,3/4/2023,636.95,On-Time
1019,120,2/10/2024,369.81,Late
1020,372,2/5/2024,634.93,On-Time
1021,50,3/1/2021,715.92,Missed
1022,41,12/19/2020,420.14,On-Time
1023,47,1/1/2021,710.83,On-Time
1024,494,5/11/2024,627.8,On-Time
1025,489,3/25/2020,385.33,On-Time
1026,258,3/26/2023,467.27,On-Time
1027,170,12/2/2020,629.33,On-Time
1028,4,4/29/2023,609.68,On-Time
1029,1,7/20/2022,242.34,Late
1030,406,7/24/2022,692.77,Missed
1031,267,3/2/2024,641.86,On-Time
1032,112,1/21/2020,755.66,On-Time
1033,11,6/21/2024,702.18,Missed
1034,365,9/12/2024,541.79,Missed
1035,14,10/17/2021,611.21,On-Time
1036,91,9/5/2024,1085.34,On-Time
1037,481,5/6/2021,443.25,On-Time
1038,220,3/6/2023,531.14,Late
1039,343,6/13/2023,445.28,On-Time
1040,249,10/23/2022,366.36,On-Time
1041,73,1/23/2020,520.69,On-Time
1042,315,5/20/2020,560.73,On-Time
1043,146,11/27/2022,441.06,On-Time
1044,61,3/31/2023,1110.88,On-Time
1045,491,8/9/2020,582.26,On-Time
1046,280,1/12/2022,406.81,Late
1047,27,12/4/2023,776.22,On-Time
1048,291,1/20/2020,411.17,On-Time
1049,452,4/30/2024,566.06,On-Time
1050,22,1/30/2023,268.76,On-Time
1051,11,6/23/2022,734.34,On-Time
1052,124,2/19/2024,729.11,Late
1053,124,8/23/2023,710.6,On-Time
1054,455,12/16/2022,747.44,On-Time
1055,361,11/8/2021,542.73,Late
1056,186,3/9/2023,751.77,On-Time
1057,485,2/6/2024,1033.6,On-Time
1058,98,4/26/2020,677.38,On-Time
1059,76,3/7/2023,603.06,On-Time
1060,132,11/16/2020,316.2,Late
1061,493,9/24/2020,656.13,Late
1062,194,3/11/2021,410.99,On-Time
1063,367,2/4/2022,601.55,On-Time
1064,321,12/10/2022,413.6,On-Time
1065,146,9/8/2022,401.68,On-Time
1066,315,11/15/2020,580.41,On-Time
1067,279,9/16/2024,974.55,On-Time
1068,354,6/16/2024,472.21,On-Time
1069,260,4/3/2024,396.75,On-Time
1070,437,8/20/2024,1058.86,On-Time
1071,499,1/1/2022,493.56,On-Time
1072,244,10/14/2024,567.52,On-Time
1073,234,9/23/2023,577.9,On-Time
1074,365,1/14/2022,703.55,On-Time
1075,211,1/24/2020,396.46,On-Time
1076,296,7/29/2023,554.26,On-Time
1077,362,11/25/2022,679.94,On-Time
1078,168,5/24/2022,605.45,On-Time
1079,179,4/3/2022,433.01,On-Time
1080,233,12/20/2021,379.05,Late
1081,393,4/5/2022,703.57,On-Time
1082,151,3/3/2024,525.48,On-Time
1083,141,6/27/2021,862.26,On-Time
1084,257,9/14/2020,579.9,On-Time
1085,332,9/23/2023,690.3,On-Time
1086,138,6/25/2020,726.91,On-Time
1087,411,2/29/2024,687.46,Late
1088,403,12/24/2023,441.59,On-Time
1089,360,2/25/2024,770.93,On-Time
1090,224,8/17/2021,754.36,On-Time
1091,22,6/8/2022,476.17,On-Time
1092,89,10/31/2024,508.62,On-Time
1093,267,9/24/2020,645.06,Late
1094,75,12/17/2021,716.09,On-Time
1095,90,3/22/2021,518.6,On-Time
1096,272,11/5/2021,648.5,On-Time
1097,384,8/27/2020,466.61,On-Time
1098,157,4/26/2020,573.26,On-Time
1099,158,5/28/2024,571.11,On-Time
1100,395,11/30/2023,1028.22,On-Time
1101,313,9/22/2020,781.42,On-Time
1102,65,8/22/2023,578.15,On-Time
1103,6,12/13/2023,625.31,On-Time
1104,77,10/17/2021,500.71,On-Time
1105,91,3/14/2022,548.13,On-Time
1106,491,5/15/2024,614.27,On-Time
1107,291,8/9/2021,499.91,On-Time
1108,128,11/6/2022,682.95,On-Time
1109,117,1/12/2020,687.05,Late
1110,225,5/29/2021,1076.21,On-Time
1111,315,6/1/2022,145.06,Late
1112,384,8/7/2021,542.94,On-Time
1113,14,3/23/2020,450.88,On-Time
1114,427,8/9/2024,85.21,On-Time
1115,174,1/17/2021,673.28,On-Time
1116,375,9/17/2021,565.94,On-Time
1117,150,3/24/2020,743.46,On-Time
1118,188,5/29/2024,758.89,On-Time
1119,490,9/10/2022,418.75,Late
1120,85,12/18/2024,517.35,On-Time
1121,386,5/27/2021,862.33,On-Time
1122,120,5/7/2024,221.42,On-Time
1123,325,3/12/2024,512.23,On-Time
1124,143,6/20/2020,599.82,On-Time
1125,306,5/5/2021,473.43,Late
1126,240,9/22/2020,535.94,On-Time
1127,212,1/22/2024,866.25,On-Time
1128,474,10/28/2022,805.22,On-Time
1129,184,5/24/2020,337.99,On-Time
1130,191,9/29/2024,773.06,On-Time
1131,472,11/21/2024,632.38,On-Time
1132,419,3/4/2023,753.47,Missed
1133,344,9/28/2021,846.22,On-Time
1134,26,4/10/2022,675.88,Late
1135,361,5/12/2022,948.34,Late
1136,125,12/15/2023,882.57,On-Time
1137,242,3/8/2020,900.69,On-Time
1138,342,5/18/2024,564.3,On-Time
1139,283,7/1/2023,646.18,On-Time
1140,275,2/13/2022,584.13,On-Time
1141,37,2/3/2021,460.82,On-Time
1142,292,10/11/2023,813.68,On-Time
1143,221,10/28/2024,727.61,Late
1144,424,2/20/2022,485.85,Missed
1145,319,9/6/2020,671.25,On-Time
1146,295,4/2/2023,333.39,On-Time
1147,247,6/3/2022,57.16,On-Time
1148,128,7/14/2023,655.88,Missed
1149,107,1/18/2021,944.64,Late
1150,396,11/9/2023,473.9,On-Time
1151,428,7/12/2023,554.76,On-Time
1152,336,6/20/2021,428.5,On-Time
1153,432,6/27/2024,591.56,Late
1154,223,2/21/2022,523.62,On-Time
1155,335,11/23/2024,591.76,Missed
1156,161,7/23/2021,393.75,On-Time
1157,463,1/24/2020,552.51,Missed
1158,288,5/26/2024,430.08,On-Time
1159,406,10/27/2023,172.74,On-Time
1160,256,6/16/2024,744.89,On-Time
1161,242,8/24/2022,652.1,On-Time
1162,120,2/24/2023,608.44,On-Time
1163,6,4/12/2023,679.03,On-Time
1164,414,1/18/2020,288.57,On-Time
1165,361,1/14/2024,874.83,On-Time
1166,122,12/22/2022,574.52,On-Time
1167,145,7/4/2024,810.15,On-Time
1168,492,3/21/2023,318.13,On-Time
1169,258,8/21/2024,530.88,On-Time
1170,80,4/18/2021,950.21,On-Time
1171,311,3/10/2024,750.48,On-Time
1172,111,11/9/2024,323.55,On-Time
1173,251,1/19/2022,710.97,On-Time
1174,268,10/28/2022,472.34,On-Time
1175,495,8/11/2020,368.33,On-Time
1176,365,7/18/2020,473.75,On-Time
1177,396,5/12/2020,629.18,On-Time
1178,51,4/27/2022,623.22,Late
1179,48,6/22/2021,426.56,Late
1180,167,1/16/2021,566.47,Late
1181,209,4/29/2023,396.31,On-Time
1182,490,8/18/2020,575.03,On-Time
1183,105,12/5/2021,677.68,On-Time
1184,70,7/28/2021,274.17,On-Time
1185,119,6/19/2022,351.4,On-Time
1186,361,9/8/2023,471.38,On-Time
1187,346,2/21/2020,704.72,Late
1188,1,12/2/2020,367.3,On-Time
1189,400,9/19/2022,752.92,On-Time
1190,302,8/17/2021,363.54,On-Time
1191,63,11/28/2020,403.91,On-Time
1192,488,12/29/2023,512.81,On-Time
1193,59,11/12/2024,484.38,Missed
1194,303,11/13/2021,437.7,On-Time
1195,272,11/25/2021,328.68,On-Time
1196,46,4/18/2021,280.85,On-Time
1197,80,3/19/2022,757.45,On-Time
1198,423,8/21/2024,599.77,Missed
1199,477,3/10/2024,930.85,On-Time
1200,50,3/13/2022,591.82,On-Time
1201,305,12/20/2021,679.12,On-Time
1202,410,4/4/2022,877.51,On-Time
1203,478,12/2/2023,713.17,On-Time
1204,417,3/8/2022,529.48,On-Time
1205,363,1/13/2021,490.77,On-Time
1206,276,2/2/2022,669.37,On-Time
1207,229,12/21/2021,697.48,Late
1208,375,7/23/2020,682.05,On-Time
1209,333,12/23/2020,565.94,On-Time
1210,72,9/5/2020,513.59,On-Time
1211,480,6/21/2022,694.9,On-Time
1212,466,6/23/2022,574.92,Late
1213,493,3/18/2023,327.48,On-Time
1214,169,10/31/2021,455.84,On-Time
1215,382,2/17/2024,385.04,On-Time
1216,267,9/4/2021,675.43,On-Time
1217,55,2/28/2022,454.78,On-Time
1218,230,7/31/2022,1038.5,On-Time
1219,491,9/3/2023,709.07,On-Time
1220,47,5/25/2021,920.27,On-Time
1221,383,10/13/2020,926.07,On-Time
1222,78,1/22/2021,531.71,On-Time
1223,360,2/16/2022,821.92,On-Time
1224,306,12/26/2024,619.41,On-Time
1225,353,1/3/2022,838.91,On-Time
1226,373,9/27/2022,319.61,Late
1227,361,6/21/2022,669.49,On-Time
1228,279,5/22/2020,674.98,On-Time
1229,61,11/27/2023,878.93,On-Time
1230,7,8/8/2021,377.02,Late
1231,271,4/5/2023,548.44,On-Time
1232,335,11/29/2024,647.62,On-Time
1233,9,6/22/2024,685.54,On-Time
1234,213,7/17/2021,977.79,On-Time
1235,165,11/4/2023,658.45,On-Time
1236,231,5/18/2023,696.46,On-Time
1237,315,2/19/2022,784.01,On-Time
1238,156,12/3/2022,639.81,On-Time
1239,364,4/9/2021,465.37,On-Time
1240,390,1/31/2022,447.59,On-Time
1241,394,4/1/2024,757.86,On-Time
1242,15,9/16/2023,567.38,On-Time
1243,118,10/18/2021,385.59,On-Time
1244,88,8/24/2023,399.15,Late
1245,4,9/8/2024,613.43,On-Time
1246,239,4/30/2022,714.16,On-Time
1247,114,3/11/2020,767.1,Late
1248,227,7/3/2022,647.73,On-Time
1249,314,8/6/2023,323.69,On-Time
1250,143,8/8/2020,469.39,On-Time
1251,244,8/20/2024,219.09,On-Time
1252,421,9/9/2021,900.87,On-Time
1253,2,3/14/2024,192.72,On-Time
1254,431,6/24/2021,665.85,On-Time
1255,360,4/30/2021,769.18,On-Time
1256,124,4/14/2023,749.01,On-Time
1257,412,1/26/2021,990.22,Missed
1258,325,8/2/2021,431.36,On-Time
1259,471,4/1/2020,507,On-Time
1260,201,8/24/2023,209.22,On-Time
1261,71,8/9/2021,627.91,On-Time
1262,68,12/3/2020,425.5,On-Time
1263,147,6/8/2024,753.36,Late
1264,264,2/27/2020,454.66,On-Time
1265,287,3/1/2020,667.28,On-Time
1266,270,2/27/2021,938.88,On-Time
1267,29,6/19/2024,446.09,On-Time
1268,137,9/29/2020,869.97,Late
1269,101,8/13/2020,240.81,On-Time
1270,326,9/22/2023,683.83,On-Time
1271,234,3/30/2024,683.46,On-Time
1272,444,12/24/2021,534.66,Late
1273,348,10/14/2023,746.99,On-Time
1274,301,6/25/2022,660.07,Late
1275,330,9/24/2023,670.86,On-Time
1276,54,5/13/2022,478.6,Missed
1277,301,4/17/2022,525.24,On-Time
1278,259,12/3/2020,791.2,On-Time
1279,76,2/21/2024,406.47,On-Time
1280,292,1/11/2021,487.65,On-Time
1281,139,9/7/2024,311.5,Late
1282,457,7/16/2023,585.34,On-Time
1283,390,7/12/2024,1010.1,On-Time
1284,460,6/2/2020,696.74,On-Time
1285,238,10/28/2022,351.97,On-Time
1286,117,10/8/2020,883.87,On-Time
1287,41,11/22/2023,391.87,On-Time
1288,328,6/23/2023,781.55,On-Time
1289,425,3/3/2023,586.28,On-Time
1290,205,8/6/2024,696.33,On-Time
1291,446,6/4/2023,825.05,On-Time
1292,107,11/23/2022,299.88,On-Time
1293,393,8/12/2023,534.13,On-Time
1294,340,4/19/2021,769.37,Missed
1295,104,3/9/2023,560.06,On-Time
1296,138,1/19/2021,482.51,Late
1297,41,8/1/2023,572.58,On-Time
1298,411,5/17/2023,490.75,On-Time
1299,181,1/10/2023,519.79,On-Time
1300,4,12/27/2023,881.03,On-Time
1301,10,11/18/2024,522.26,On-Time
1302,49,11/24/2023,873.22,On-Time
1303,403,10/10/2023,814.13,Late
1304,74,10/10/2021,697.96,On-Time
1305,434,8/12/2022,487.16,On-Time
1306,48,12/29/2020,650.08,On-Time
1307,124,8/11/2023,617.06,On-Time
1308,151,12/16/2023,488.59,On-Time
1309,100,10/26/2022,623.11,On-Time
1310,489,8/15/2021,504.63,On-Time
1311,393,5/5/2022,970.84,On-Time
1312,450,8/8/2021,376.76,On-Time
1313,275,2/12/2024,739.2,On-Time
1314,200,3/18/2024,606.69,On-Time
1315,218,6/4/2023,750.63,On-Time
1316,126,10/28/2021,769.05,Late
1317,179,7/28/2023,828.46,On-Time
1318,228,10/14/2024,524.01,On-Time
1319,267,12/6/2021,303.37,Late
1320,259,9/25/2023,1128.52,On-Time
1321,252,12/1/2023,539.91,On-Time
1322,445,6/10/2022,303.02,Late
1323,478,5/17/2024,664.4,On-Time
1324,210,3/17/2021,573.18,On-Time
1325,145,1/6/2022,760.63,On-Time
1326,371,1/26/2021,590.33,On-Time
1327,73,3/10/2021,862.13,Late
1328,30,4/10/2020,550.02,Missed
1329,80,6/25/2023,349.31,On-Time
1330,8,8/14/2023,726.26,Late
1331,169,9/16/2022,369.06,On-Time
1332,410,12/9/2023,627.33,On-Time
1333,5,4/14/2020,821.45,On-Time
1334,325,2/28/2020,473.55,Missed
1335,238,7/28/2020,724.23,On-Time
1336,152,4/4/2020,659.97,Missed
1337,334,8/24/2021,490.17,On-Time
1338,381,9/29/2023,889.87,On-Time
1339,69,2/20/2020,724.63,Late
1340,420,6/19/2022,863.78,On-Time
1341,473,5/15/2021,453.72,On-Time
1342,401,12/15/2021,629.77,On-Time
1343,256,7/17/2021,818.97,On-Time
1344,454,9/24/2024,623.67,On-Time
1345,327,3/9/2023,952.32,On-Time
1346,430,1/30/2023,491.02,On-Time
1347,79,7/7/2022,615.47,On-Time
1348,70,2/17/2023,782.77,On-Time
1349,288,11/3/2020,693.37,Missed
1350,60,5/25/2022,669.87,On-Time
1351,128,4/17/2021,680.93,Late
1352,383,1/10/2024,223.61,On-Time
1353,170,3/16/2020,568.13,On-Time
1354,40,10/4/2021,660.9,Late
1355,27,5/31/2020,682.98,On-Time
1356,104,10/19/2024,426.9,On-Time
1357,5,8/13/2021,660.06,On-Time
1358,445,5/12/2022,694.82,On-Time
1359,127,5/5/2021,654.12,On-Time
1360,445,2/8/2021,603.35,On-Time
1361,464,9/8/2020,429.03,On-Time
1362,308,10/14/2024,457.63,On-Time
1363,75,1/9/2021,666.34,On-Time
1364,231,9/26/2023,186.77,On-Time
1365,345,2/16/2023,827.39,On-Time
1366,384,10/4/2022,521.91,On-Time
1367,253,6/1/2020,681.08,On-Time
1368,322,3/27/2024,838.69,On-Time
1369,476,6/24/2024,360.65,Late
1370,135,10/11/2024,686.74,On-Time
1371,422,1/2/2023,553.03,On-Time
1372,179,12/10/2021,261.52,On-Time
1373,383,9/16/2024,909.14,On-Time
1374,114,12/25/2024,411.67,On-Time
1375,257,3/26/2023,850.48,Late
1376,466,5/29/2023,374.78,On-Time
1377,332,6/22/2020,307.09,Missed
1378,245,8/25/2020,359.98,Late
1379,177,3/24/2024,387.28,Late
1380,456,2/2/2022,415.12,On-Time
1381,20,6/27/2021,757.18,On-Time
1382,355,5/10/2021,1024.87,On-Time
1383,42,3/10/2023,885.11,On-Time
1384,144,6/29/2020,608.22,On-Time
1385,242,4/22/2022,550.37,Late
1386,33,4/7/2020,546.89,On-Time
1387,488,11/5/2020,159.01,Missed
1388,89,1/14/2021,639.38,On-Time
1389,83,10/27/2023,706.82,On-Time
1390,483,12/7/2023,417.2,On-Time
1391,272,11/21/2021,312.07,On-Time
1392,400,4/4/2021,596.2,On-Time
1393,176,4/15/2023,780.86,On-Time
1394,89,5/12/2022,408.97,Late
1395,480,7/25/2022,387.25,On-Time
1396,311,4/14/2021,475.78,On-Time
1397,236,12/30/2021,690.73,Late
1398,156,9/29/2022,452.55,On-Time
1399,201,12/8/2024,907.06,On-Time
